Case_Number,District_Name,Neighborhood_Name,Street_Name,Day_of_Week,Year,Month_Code,Month_Name,Day_of_Month,Hour_of_Day,Shift_Description,Immediate_Cause_Description,UTM_X_Coordinate,UTM_Y_Coordinate,Longitude,Latitude,datetime
2023S000763    ,Ciutat Vella,el Raval,Rambla,Dimarts,2023,2,February,7,16,Afternoon,Not respecting pedestrian crossing,430904.77,4581667.85,2.172522958,41.381721692,2023-02-07 16:00:00
2023S005945    ,Ciutat Vella,la Barceloneta,Joan Borbó Comte Barcelona,Saturday,2023,10,October,7,23,Night,Unknown,432111.31,4581656.64,2.186952569,41.381723497,2023-10-07 23:00:00
2023S002648    ,Ciutat Vella,la Barceloneta,Joan Borbó Comte Barcelona,Thursday,2023,5,May,4,22,Night,Altres,432117.77,4581633.5,2.187032415,41.381515627,2023-05-04 22:00:00
2023S005988    ,Ciutat Vella,el Raval,Universitat,Dilluns,2023,10,October,9,18,Afternoon,Lack of driving attention,430261.77,4582119.9,2.164781643,41.385737659,2023-10-09 18:00:00
2023S003717    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Pau Vila,Dimecres,2023,6,June,21,12,Morning,No determinada,431967.52,4581740.84,2.185223603,41.382469712,2023-06-21 12:00:00
2023S004089    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Pujades,Thursday,2023,7,July,6,16,Afternoon,Altres,431791.37,4582425.96,2.18303992,41.38862548,2023-07-06 16:00:00
2023S000062    ,Ciutat Vella,el Barri Gòtic,Laietana,Dimecres,2023,1,January,4,18,Afternoon,Ignoring traffic light,431111.28,4582218.3,2.174929873,41.386697156,2023-01-04 18:00:00
2023S002339    ,Ciutat Vella,la Barceloneta,Baluard,Friday,2023,4,April,21,23,Night,No determinada,432225.77,4581631.48,2.188324151,41.381506543,2023-04-21 23:00:00
2023S000523    ,Ciutat Vella,la Barceloneta,Ginebra,Friday,2023,1,January,27,1,Night,No cedir la dreta,432169.34,4581624.91,2.187650073,41.381442611,2023-01-27 01:00:00
2023S005141    ,Ciutat Vella,la Barceloneta,Ginebra,Dimarts,2023,8,August,29,13,Morning,Desobeir altres senyals,432283.87,4581658.44,2.189015922,41.38175426,2023-08-29 13:00:00
2023S002515    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Fusina,Saturday,2023,4,April,29,12,Morning,Lack of driving attention,431869.11,4582242.95,2.183990263,41.386983751,2023-04-29 12:00:00
2023S005949    ,Ciutat Vella,la Barceloneta,Marítim de la Barceloneta,Saturday,2023,10,October,7,15,Afternoon,Lack of driving attention,432802.19,4581840.92,2.195194,41.383441297,2023-10-07 15:00:00
2023S007585    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Picasso,Thursday,2023,12,December,21,13,Morning,Avançament defectuós/improcedent,431952.59,4582125.64,2.18500182,41.385934241,2023-12-21 13:00:00
2023S004801    ,Ciutat Vella,la Barceloneta,Guitert,Dimarts,2023,8,August,8,17,Afternoon,Altres,432431.53,4581308.92,2.190820704,41.37861864,2023-08-08 17:00:00
2023S003284    ,Ciutat Vella,la Barceloneta,Litoral (Besòs),Friday,2023,6,June,2,13,Morning,Desobeir altres senyals,432819.79,4582205.3,2.195364048,41.386724651,2023-06-02 13:00:00
2023S001193    ,Ciutat Vella,la Barceloneta,Litoral (Besòs),Dimecres,2023,3,March,1,2,Night,Lack of driving attention,432696.19,4582125.65,2.193894719,41.385996925,2023-03-01 02:00:00
2023S003152    ,Ciutat Vella,la Barceloneta,Litoral (Llobregat),Saturday,2023,5,May,27,12,Morning,Lack of driving attention,432683.81,4582138.32,2.193745254,41.386110004,2023-05-27 12:00:00
2023S005068    ,Ciutat Vella,el Barri Gòtic,Nova,Friday,2023,8,August,25,11,Morning,Lack of driving attention,431107.59,4581939.0,2.17491752,41.384181265,2023-08-25 11:00:00
2023S004246    ,Ciutat Vella,la Barceloneta,Litoral (Llobregat),Thursday,2023,7,July,13,14,Afternoon,Not respecting distances,432447.21,4581959.6,2.190935626,41.384480472,2023-07-13 14:00:00
2023S003941    ,Ciutat Vella,la Barceloneta,Litoral (Llobregat),Friday,2023,6,June,30,8,Morning,Manca precaució incorporació circulació,432275.46,4581857.73,2.188893064,41.383548507,2023-06-30 08:00:00
2023S001274    ,Eixample,Sant Antoni,Vilamarí,Saturday,2023,3,March,4,17,Afternoon,Lack of driving attention,429397.26,4580980.35,2.154575705,41.375398653,2023-03-04 17:00:00
2023S006298    ,Eixample,Sant Antoni,Entença,Dimecres,2023,10,October,25,12,Morning,Lack of driving attention,429285.49,4581216.87,2.153211639,41.377519093,2023-10-25 12:00:00
2023S003142    ,Eixample,Sant Antoni,Corts Catalanes,Saturday,2023,5,May,27,0,Night,Canvi de carril sense precaució,429260.06,4581256.4,2.152902942,41.37787289,2023-05-27 00:00:00
2023S006063    ,Ciutat Vella,la Barceloneta,Litoral (Besòs),Thursday,2023,10,October,12,17,Afternoon,No determinada,432011.36,4581589.21,2.18576489,41.381107728,2023-10-12 17:00:00
2023S006726    ,Ciutat Vella,la Barceloneta,Litoral (Llobregat),Saturday,2023,11,November,11,10,Morning,Ignoring traffic light,432177.35,4581332.41,2.187778614,41.378808812,2023-11-11 10:00:00
2023S007507    ,Eixample,Sant Antoni,Vilamarí,Dilluns,2023,12,December,18,19,Afternoon,No determinada,429269.66,4581057.55,2.153040952,41.376082757,2023-12-18 19:00:00
2023S005904    ,Eixample,Sant Antoni,Entença,Friday,2023,10,October,6,9,Morning,Manca precaució efectuar marxa enrera,429364.56,4581149.81,2.154164946,41.376922053,2023-10-06 09:00:00
2023S002405    ,Eixample,Sant Antoni,Paral·lel,Dimarts,2023,4,April,25,11,Morning,Canvi de carril sense precaució,429502.77,4580956.96,2.155840033,41.375197241,2023-04-25 11:00:00
2023S001783    ,Eixample,Sant Antoni,Paral·lel,Dilluns,2023,3,March,27,22,Night,No determinada,429406.7,4580957.91,2.154691196,41.375197371,2023-03-27 22:00:00
2023S001913    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Serra Xic,Dilluns,2023,4,April,3,17,Afternoon,Unknown,431563.84,4582336.22,2.18032887,41.38779788,2023-04-03 17:00:00
2023S006160    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Picasso,Dimecres,2023,10,October,18,13,Morning,Canvi de carril sense precaució,431740.53,4582375.11,2.182437621,41.388163173,2023-10-18 13:00:00
2023S004665    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Bòria,Dimarts,2023,8,August,1,13,Morning,Lack of driving attention,431431.65,4581975.52,2.178788783,41.384537892,2023-08-01 13:00:00
2023S006624    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Trafalgar,Dimecres,2023,11,November,8,16,Afternoon,Lack of driving attention,431169.92,4582480.3,2.175601383,41.389061937,2023-11-08 16:00:00
2023S005246    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Pujades,Dilluns,2023,9,September,4,12,Morning,Lack of driving attention,431885.55,4582551.4,2.184152173,41.38976327,2023-09-04 12:00:00
2023S005294    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Lluís Companys,Thursday,2023,9,September,7,8,Morning,No determinada,431791.37,4582425.96,2.18303992,41.38862548,2023-09-07 08:00:00
2023S002435    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Lluís Companys,Dimecres,2023,4,April,26,8,Morning,Desobeir altres senyals,431766.75,4582586.39,2.182727389,41.39006834,2023-04-26 08:00:00
2023S004303    ,Eixample,Sant Antoni,Corts Catalanes,Diumenge,2023,7,July,16,17,Afternoon,Lack of driving attention,429046.52,4581010.9,2.150378258,41.375642941,2023-07-16 17:00:00
2023S006958    ,Eixample,Sant Antoni,Corts Catalanes,Thursday,2023,11,November,23,16,Afternoon,Altres,429126.11,4581088.8,2.151320822,41.376351579,2023-11-23 16:00:00
2023S006409    ,Eixample,Sant Antoni,Calàbria,Diumenge,2023,10,October,29,16,Afternoon,No determinada,429450.52,4581444.1,2.155158537,41.379580174,2023-10-29 16:00:00
2023S007205    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Espaseria,Diumenge,2023,12,December,3,17,Afternoon,No determinada,431754.37,4581822.21,2.182665459,41.383184527,2023-12-03 17:00:00
2023S000826    ,Eixample,la Nova Esquerra de l'Eixample,Calàbria,Friday,2023,2,February,10,18,Afternoon,Ignoring traffic light,428880.88,4582025.85,2.148278487,41.384769621,2023-02-10 18:00:00
2023S001670    ,Eixample,la Nova Esquerra de l'Eixample,Diputació,Thursday,2023,3,March,23,9,Morning,Gir indegut o sense precaució,429347.93,4581549.1,2.15391952,41.380516868,2023-03-23 09:00:00
2023S001310    ,Eixample,la Nova Esquerra de l'Eixample,Diputació,Dilluns,2023,3,March,6,12,Morning,Lack of driving attention,429385.75,4581571.52,2.154369163,41.38072212,2023-03-06 12:00:00
2023S001763    ,Eixample,la Nova Esquerra de l'Eixample,Diputació,Dilluns,2023,3,March,27,19,Afternoon,Unknown,429362.86,4581579.84,2.15409447,41.380795045,2023-03-27 19:00:00
2023S000979    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Francesc Cambó,Friday,2023,2,February,17,5,Night,Altres,431340.31,4582164.0,2.17767508,41.386227684,2023-02-17 05:00:00
2023S004321    ,Eixample,la Nova Esquerra de l'Eixample,Vilamarí,Dilluns,2023,7,July,17,15,Afternoon,Ignoring traffic light,428666.7,4581674.2,2.14575855,41.38158346,2023-07-17 15:00:00
2023S001563    ,Eixample,la Nova Esquerra de l'Eixample,Roma,Saturday,2023,3,March,18,10,Morning,Not respecting distances,428666.7,4581674.2,2.14575855,41.38158346,2023-03-18 10:00:00
2023S002003    ,Eixample,la Nova Esquerra de l'Eixample,Roma,Saturday,2023,4,April,8,21,Afternoon,Ignoring traffic light,428666.7,4581674.2,2.14575855,41.38158346,2023-04-08 21:00:00
2023S005648    ,Eixample,l'Antiga Esquerra de l'Eixample,Provença,Dilluns,2023,9,September,25,16,Afternoon,Lack of driving attention,429743.72,4582869.41,2.158499241,41.392443146,2023-09-25 16:00:00
2023S002101    ,Eixample,la Nova Esquerra de l'Eixample,Entença,Thursday,2023,4,April,13,12,Morning,Ignoring traffic light,428861.39,4581681.48,2.148085861,41.381666275,2023-04-13 12:00:00
2023S006137    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Laietana,Dimarts,2023,10,October,17,15,Afternoon,Unknown,431223.53,4582103.74,2.176285322,41.385674958,2023-10-17 15:00:00
2023S003413    ,Eixample,la Nova Esquerra de l'Eixample,Aragó,Thursday,2023,6,June,8,8,Morning,Lack of driving attention,428970.85,4581553.16,2.14940987,41.380520217,2023-06-08 08:00:00
2023S004389    ,Eixample,la Nova Esquerra de l'Eixample,Corts Catalanes,Thursday,2023,7,July,20,12,Morning,Canvi de carril sense precaució,429355.61,4581351.42,2.154034414,41.378737103,2023-07-20 12:00:00
2023S004162    ,Eixample,la Nova Esquerra de l'Eixample,Viladomat,Dilluns,2023,7,July,10,7,Morning,Gir indegut o sense precaució,428882.97,4582216.76,2.148281059,41.386489266,2023-07-10 07:00:00
2023S000319    ,Eixample,la Nova Esquerra de l'Eixample,València,Dimarts,2023,1,January,17,9,Morning,No determinada,429019.1,4581772.61,2.14996113,41.382500989,2023-01-17 09:00:00
2023S000828    ,Eixample,la Nova Esquerra de l'Eixample,Tarragona,Friday,2023,2,February,10,21,Afternoon,Gir indegut o sense precaució,428769.74,4581177.12,2.147049191,41.377115564,2023-02-10 21:00:00
2023S005731    ,Eixample,l'Antiga Esquerra de l'Eixample,Aribau,Friday,2023,9,September,29,0,Night,Canvi de carril sense precaució,429551.72,4582681.47,2.156224727,41.39073363,2023-09-29 00:00:00
2023S006650    ,Eixample,la Nova Esquerra de l'Eixample,Vilamarí,Thursday,2023,11,November,2,12,Morning,Unknown,428947.83,4581402.34,2.149152286,41.379159798,2023-11-02 12:00:00
2023S000134    ,Eixample,l'Antiga Esquerra de l'Eixample,Aribau,Diumenge,2023,1,January,8,19,Afternoon,Lack of driving attention,429457.79,4582778.44,2.155090022,41.391598768,2023-01-08 19:00:00
2023S000839    ,Eixample,Sant Antoni,Comte d'Urgell,Saturday,2023,2,February,11,13,Morning,Gir indegut o sense precaució,429898.34,4581539.92,2.160502474,41.380482357,2023-02-11 13:00:00
2023S002944    ,Eixample,la Nova Esquerra de l'Eixample,Aragó,Dimecres,2023,5,May,17,23,Night,Lack of driving attention,429354.29,4581928.4,2.153951329,41.383933657,2023-05-17 23:00:00
2023S007064    ,Eixample,Sant Antoni,Tamarit,Dimarts,2023,11,November,28,8,Morning,Unknown,430068.5,4581482.33,2.162543925,41.379978477,2023-11-28 08:00:00
2023S005305    ,Eixample,Sant Antoni,Corts Catalanes,Thursday,2023,9,September,7,16,Afternoon,Not respecting pedestrian crossing,429841.57,4581783.12,2.159795437,41.382667832,2023-09-07 16:00:00
2023S005459    ,Eixample,Sant Antoni,Corts Catalanes,Friday,2023,9,September,15,12,Morning,Avançament defectuós/improcedent,429829.38,4581777.7,2.15965029,41.382617952,2023-09-15 12:00:00
2023S000198    ,Eixample,Sant Antoni,Corts Catalanes,Thursday,2023,1,January,12,12,Morning,Ignoring traffic light,429834.07,4581818.31,2.15970167,41.382984122,2023-01-12 12:00:00
2023S006186    ,Eixample,la Nova Esquerra de l'Eixample,Comte Borrell,Thursday,2023,10,October,19,19,Afternoon,Lack of driving attention,429492.88,4581770.11,2.155627125,41.382520155,2023-10-19 19:00:00
2023S004551    ,Eixample,Sant Antoni,Comte Borrell,Thursday,2023,7,July,27,1,Night,Lack of driving attention,429933.23,4581333.03,2.160943627,41.378622003,2023-07-27 01:00:00
2023S004072    ,Eixample,la Nova Esquerra de l'Eixample,Rocafort,Dimecres,2023,7,July,5,15,Afternoon,Lack of driving attention,428909.27,4581807.57,2.148643625,41.382806159,2023-07-05 15:00:00
2023S005501    ,Eixample,Sant Antoni,Corts Catalanes,Diumenge,2023,9,September,17,9,Morning,Desobeir altres senyals,429928.15,4581911.44,2.160815961,41.383831119,2023-09-17 09:00:00
2023S003952    ,Eixample,la Nova Esquerra de l'Eixample,Corts Catalanes,Friday,2023,6,June,30,13,Morning,Avançament defectuós/improcedent,429641.98,4581631.12,2.157426287,41.381281377,2023-06-30 13:00:00
2023S006781    ,Eixample,la Nova Esquerra de l'Eixample,Corts Catalanes,Dimecres,2023,11,November,15,16,Afternoon,Canvi de carril sense precaució,429734.86,4581684.35,2.158530799,41.381768924,2023-11-15 16:00:00
2023S001159    ,Eixample,Sant Antoni,Comte d'Urgell,Dilluns,2023,2,February,27,10,Morning,Manca precaució efectuar marxa enrera,430089.53,4581389.56,2.162806111,41.379144755,2023-02-27 10:00:00
2023S003953    ,Eixample,la Nova Esquerra de l'Eixample,Nicaragua,Friday,2023,6,June,30,13,Morning,Ignoring traffic light,428548.42,4581601.9,2.14435265,41.380921778,2023-06-30 13:00:00
2023S003939    ,Eixample,la Nova Esquerra de l'Eixample,Viladomat,Friday,2023,6,June,30,1,Night,Ignoring traffic light,429257.37,4581833.72,2.152803345,41.383072384,2023-06-30 01:00:00
2023S006731    ,Eixample,Sant Antoni,Sepúlveda,Dilluns,2023,11,November,13,12,Morning,Manca precaució efectuar marxa enrera,429650.92,4581430.44,2.157556503,41.379474699,2023-11-13 12:00:00
2023S007702    ,Eixample,la Nova Esquerra de l'Eixample,Comte d'Urgell,Friday,2023,12,December,29,0,Night,Avançament defectuós/improcedent,429634.84,4581829.77,2.157317825,41.383069929,2023-12-29 00:00:00
2023S001309    ,Eixample,la Nova Esquerra de l'Eixample,Aragó,Dilluns,2023,3,March,6,12,Morning,Ignoring traffic light,429354.29,4581928.4,2.153951329,41.383933657,2023-03-06 12:00:00
2023S001969    ,Eixample,la Nova Esquerra de l'Eixample,Mallorca,Thursday,2023,4,April,6,4,Night,Desobeir altres senyals,429260.74,4582212.74,2.152799369,41.386486386,2023-04-06 04:00:00
2023S006100    ,Eixample,la Nova Esquerra de l'Eixample,Mallorca,Diumenge,2023,10,October,15,17,Afternoon,No determinada,429260.74,4582212.74,2.152799369,41.386486386,2023-10-15 17:00:00
2023S002049    ,Eixample,la Nova Esquerra de l'Eixample,Corts Catalanes,Dimarts,2023,4,April,11,16,Afternoon,Not respecting distances,429268.61,4581221.78,2.153009222,41.377561831,2023-04-11 16:00:00
2023S001594    ,Eixample,la Dreta de l'Eixample,Sant Joan,Dilluns,2023,3,March,20,7,Morning,Ignoring traffic light,430442.41,4583837.14,2.166744598,41.401219941,2023-03-20 07:00:00
2023S000876    ,Eixample,l'Antiga Esquerra de l'Eixample,Sarrià,Dilluns,2023,2,February,13,12,Morning,Gir indegut o sense precaució,428499.73,4582666.13,2.143644741,41.390502587,2023-02-13 12:00:00
2023S004233    ,Eixample,Sant Antoni,Sant Pau,Dimecres,2023,7,July,12,19,Afternoon,No determinada,430153.49,4581277.66,2.163583843,41.378142463,2023-07-12 19:00:00
2023S000189    ,Eixample,la Nova Esquerra de l'Eixample,París,Thursday,2023,1,January,12,0,Night,Ignoring traffic light,428600.61,4582312.9,2.144892918,41.387330139,2023-01-12 00:00:00
2023S002123    ,Eixample,la Nova Esquerra de l'Eixample,Comte Borrell,Friday,2023,4,April,14,2,Night,Lack of driving attention,429258.94,4582024.98,2.152799777,41.384795137,2023-04-14 02:00:00
2023S001047    ,Eixample,Sant Antoni,Comte d'Urgell,Dimarts,2023,2,February,21,8,Morning,Canvi de carril sense precaució,429841.22,4581617.31,2.159810459,41.381174403,2023-02-21 08:00:00
2023S001376    ,Eixample,la Nova Esquerra de l'Eixample,Rosselló,Thursday,2023,3,March,9,9,Morning,Altres,429073.81,4582402.87,2.150541557,41.388182352,2023-03-09 09:00:00
2023S005413    ,Eixample,la Nova Esquerra de l'Eixample,Comte d'Urgell,Dimecres,2023,9,September,13,14,Afternoon,Not respecting distances,429167.46,4582306.69,2.15167282,41.387324349,2023-09-13 14:00:00
2023S003346    ,Eixample,l'Antiga Esquerra de l'Eixample,Villarroel,Dilluns,2023,6,June,5,19,Afternoon,Desobeir altres senyals,428889.04,4582784.58,2.148286957,41.391603956,2023-06-05 19:00:00
2023S006001    ,Eixample,Sant Antoni,Universitat,Dilluns,2023,10,October,9,19,Afternoon,No determinada,430138.0,4582066.54,2.163307617,41.385246317,2023-10-09 19:00:00
2023S007186    ,Eixample,la Dreta de l'Eixample,València,Saturday,2023,12,December,2,21,Afternoon,Canvi de carril sense precaució,430425.27,4583182.67,2.166614818,41.395323859,2023-12-02 21:00:00
2023S003420    ,Eixample,la Dreta de l'Eixample,València,Thursday,2023,6,June,8,12,Morning,Lack of driving attention,430532.86,4583287.93,2.167889609,41.396281209,2023-06-08 12:00:00
2023S003345    ,Eixample,la Dreta de l'Eixample,Aragó,Dimarts,2023,6,June,6,1,Night,Lack of driving attention,430506.02,4583080.73,2.167592366,41.394412704,2023-06-06 01:00:00
2023S004439    ,Eixample,la Dreta de l'Eixample,Aragó,Friday,2023,7,July,21,22,Night,Gir indegut o sense precaució,430498.67,4583050.27,2.167507952,41.394137725,2023-07-21 22:00:00
2023S002888    ,Eixample,la Dreta de l'Eixample,Aragó,Dilluns,2023,5,May,15,11,Morning,Canvi de carril sense precaució,430520.67,4583095.1,2.167765941,41.394543397,2023-05-15 11:00:00
2023S003395    ,Eixample,l'Antiga Esquerra de l'Eixample,Comte Borrell,Dimecres,2023,6,June,7,18,Afternoon,Gir indegut o sense precaució,428711.21,4582610.57,2.146180574,41.39002096,2023-06-07 18:00:00
2023S002039    ,Eixample,la Dreta de l'Eixample,Aragó,Dimarts,2023,4,April,11,16,Afternoon,Lack of driving attention,430702.86,4583273.46,2.16992465,41.396165558,2023-04-11 16:00:00
2023S003226    ,Eixample,la Nova Esquerra de l'Eixample,Comte d'Urgell,Dimarts,2023,5,May,30,14,Afternoon,Ignoring traffic light,429167.46,4582306.69,2.15167282,41.387324349,2023-05-30 14:00:00
2023S003296    ,Eixample,la Nova Esquerra de l'Eixample,Comte d'Urgell,Friday,2023,6,June,2,16,Afternoon,Not respecting distances,429178.12,4582275.0,2.151804014,41.387039867,2023-06-02 16:00:00
2023S004265    ,Eixample,la Dreta de l'Eixample,Aragó,Friday,2023,7,July,14,12,Morning,Not respecting distances,430796.99,4583366.04,2.171039959,41.397007508,2023-07-14 12:00:00
2023S000286    ,Eixample,l'Antiga Esquerra de l'Eixample,Diagonal,Dimecres,2023,1,January,11,8,Morning,No determinada,428614.3,4582926.6,2.144984276,41.392858727,2023-01-11 08:00:00
2023S002849    ,Eixample,l'Antiga Esquerra de l'Eixample,Sarrià,Friday,2023,5,May,12,20,Afternoon,No determinada,428711.21,4582610.57,2.146180574,41.39002096,2023-05-12 20:00:00
2023S000509    ,Eixample,la Dreta de l'Eixample,Bailèn,Thursday,2023,1,January,26,12,Morning,Manca precaució incorporació circulació,430451.69,4583688.77,2.16687266,41.399884424,2023-01-26 12:00:00
